PDB,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
1ejn_AGB_A_decoys_2,-30.466,6.12256,16.4226,-6.1563,0,-1.31428,-18.8802,774.951,2,0.672331,9,0.377587,0.556655,0.443345,3073,851,978,83,230,62,71,6,724,203,225,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0,6,25,-332131.8004,2,18,0,0,0,0,-4.3,45.52,0.35,114.04,544.45,0
1ejn_AGB_A_decoys_3,-19.3946,3.27322,14.6778,-12.1645,-2.48896,0,-17.1254,543.176,3,0.647042,5,0.503192,0.66321,0.33679,2065,594,680,63,690,199,229,23,221,68,69,8,0,0,0,0,0,0,0,0,124,33,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,4,37,-92233.78287,3,7,1,0,0,0,-3.8,31.05,0.56,105.64,471.55,0
1ewl_R99_A_decoys_2,-17.4545,1.1661,10.2336,-2.71864,-0.907087,0,-11.3,547.406,1,0.734544,3,0.581674,0.497909,0.502091,1566,476,575,29,0,0,0,0,443,129,166,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,1,29,-197599.9464,1,11,0,0,0,0,-8,23.58,0.7,94.83,573.06,0
1ewl_R99_A_decoys_3,-29.0711,5.79344,17.1724,-11.0825,-2.34748,0,-22.9859,713.69,2,0.787578,7,0.399196,0.631402,0.368598,1951,585,675,52,396,119,140,9,686,198,226,18,0,0,0,0,0,0,0,0,157,47,54,2,0,0,0,0,0,0,0,0,0,0,0,0,25,17,17,5,1,38,-88122.47264,3,20,0,0,0,1,-8.4,46.88,0.19,116.76,483.49,0
1ewm_RL2_A_decoys_3,-11.3037,1.90222,3.60055,-2.07261,0,0,-9.56327,501.807,0,0.740659,2,0.593861,0.608816,0.391184,1548,464,570,44,278,87,103,7,375,114,143,9,136,38,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,8,-36830.0748,0,8,0,0,0,0,-12.7,52.47,0.17,116.76,510.66,0
1fk9_EFZ_A_decoys_1,-32.1088,14.7319,-10.0105,-0.55734,0,0,-35.3204,775.445,0,0.563321,3,0.257453,0.868116,0.131884,4690,1095,1134,8,447,106,108,0,205,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,1,2,5794.807574,0,45,0,0,0,0,2.3,31.06,0.32,32.34,512.91,0
1fk9_EFZ_A_decoys_2,-20.4029,4.49549,1.03107,-5.18335,0,-0.860782,-22.9407,744.677,1,0.566415,6,0.275443,0.810509,0.189491,3251,776,863,0,150,37,43,0,342,87,93,0,140,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,4,0,888.634025,1,15,0,0,0,0,0.4,43.01,0.17,42.24,426.71,0
1fk9_EFZ_A_decoys_3,-26.0971,5.44112,4.90515,0.814986,0,0,-17.7957,656.674,0,0.544544,4,0.292486,0.924319,0.0756806,2639,616,667,9,225,54,56,0,397,91,104,2,0,0,0,0,0,0,0,0,0,0,0,0,606,139,152,3,0,0,0,0,0,0,0,0,0,46,2,0,3,3,-24686.09359,0,9,0,0,0,0,2.3,37.52,0,49.66,288.52,0
1fm6_BRL_D_decoys_1,-40.0355,7.81764,20.983,-18.5129,-5.12403,-1.18362,-39.8481,1334.24,5,0.483948,7,0.266687,0.987213,0.0127874,3639,822,788,70,879,190,180,17,440,99,93,9,0,0,0,0,0,0,0,0,225,52,49,3,0,0,0,0,0,0,0,0,0,0,0,0,66,5,3,8,0,0,559.7964837,0,18,0,0,0,0,-0.8,31.57,0.47,66.7,503.53,0
1fm6_BRL_D_decoys_2,-39.5596,8.01004,17.0659,-18.3659,-4.70247,-0.86845,-42.7101,1272.32,4,0.505428,6,0.278195,1.08269,0.0826934,3446,782,780,67,867,199,193,19,403,88,97,8,225,47,43,5,0,0,0,0,211,49,49,5,0,0,0,0,0,0,0,0,0,0,0,0,64,14,0,11,1,0,-76113.3121,0,21,0,0,1,0,-2.4,47.49,0.19,72.95,456.72,0
1fm6_BRL_D_decoys_4,-39.7811,7.23927,21.09,-18.5451,-5.18539,-1.16986,-39.8634,1277.19,5,0.507536,7,0.284004,1.05974,0.0597393,3437,794,738,67,627,145,139,13,663,154,150,12,0,0,0,0,0,0,0,0,223,52,50,4,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,4,0,0,-52657.13871,1,16,0,0,0,0,0.2,21.19,0.94,69.72,586.66,0
1fpu_PRC_A_decoys_1,-39.4091,10.7356,1.45645,-1.35091,0,-1.56131,-35.4036,859.477,1,0.614129,7,0.264139,0.840796,0.159204,3983,936,1071,48,426,96,105,3,1002,238,263,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,25,1,3,10,55737.17057,1,35,0,0,0,0,-1.4,49.88,0.15,93.73,497.02,0
1fpu_PRC_A_decoys_2,-37.2108,9.61847,7.90479,-3.90236,-1.34313,0,-29.8221,923.026,1,0.615901,8,0.293716,0.81985,0.18015,3597,837,982,42,974,211,243,11,348,80,94,7,0,0,0,0,0,0,0,0,198,39,42,3,0,0,0,0,0,0,0,0,0,0,0,0,18,46,23,0,6,13,9806.401014,3,22,0,0,1,0,0.8,29.91,0.63,89.32,537.34,0
1fpu_PRC_A_decoys_3,-28.4859,10.303,5.45493,-0.0617816,0,0,-18.2419,789.406,0,0.614695,3,0.272172,0.806358,0.193642,2650,614,718,29,575,128,152,5,711,162,193,7,0,0,0,0,0,0,0,0,0,0,0,0,194,41,49,1,215,42,56,3,0,0,0,0,18,12,35,2,0,6,-42554.23358,0,27,0,0,0,0,-2.1,49.98,0,104.02,410.18,0
1fv0_9AR_A_decoys_1,-34.8265,5.0096,18.801,-10.3308,0,-2.03412,-26.9517,725.813,2,0.629166,9,0.255563,0.756917,0.243083,2861,699,788,80,396,96,111,12,1177,295,342,37,0,0,0,0,0,0,0,0,428,97,124,13,0,0,0,0,0,0,0,0,0,0,0,0,39,0,40,0,0,20,16448.16871,4,25,0,0,0,0,-0.9,48.65,0.13,124.01,397.87,0
1fv0_9AR_A_decoys_2,-32.0972,5.07606,18.0274,-7.68777,0,-1.61532,-20.3325,680.482,2,0.615805,9,0.262416,0.715386,0.284614,2495,588,690,80,408,102,110,14,1246,308,359,46,0,0,0,0,0,0,0,0,371,98,108,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,19,6,0,13,17341.19681,3,11,0,0,0,1,-2.4,49.54,0.08,123.66,365.59,0
1fv0_9AR_A_decoys_3,-31.1837,7.78472,17.5302,-8.27764,0,-1.13715,-19.1139,830.911,1,0.618404,6,0.261588,0.739478,0.260522,3519,852,944,117,537,131,141,22,1326,319,362,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,20,7,0,11,-134262.6651,2,26,0,0,0,0,-0.9,57.82,0.11,154.8,484.09,0
1fvt_106_A_decoys_1,-29.4569,6.69358,13.4823,-8.62022,-1.26639,-1.29827,-23.3216,719.137,2,0.637076,6,0.35576,0.744661,0.255339,3460,856,877,0,331,84,89,0,936,221,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,7,0,25,0,-154763.4601,3,25,0,0,0,0,0.7,41.92,0.25,93.47,497.85,0
1fvt_106_A_decoys_2,-29.7628,10.491,8.50066,-12.2593,-0.349424,-0.458242,-28.407,770.219,2,0.630038,10,0.316935,0.734973,0.265027,3313,829,854,0,1158,291,291,0,209,47,49,0,0,0,0,0,0,0,0,0,171,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,0,15,10,24244.1245,3,19,0,0,0,0,-2.5,37.23,0.26,94.78,481.1,0
1fvt_106_A_decoys_3,-28.1956,10.4649,6.97021,-4.05164,-2.3405,0,-22.9549,803.359,2,0.59807,6,0.312347,0.781917,0.218083,3380,827,855,0,733,173,185,0,568,136,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,24,0,55376.83042,2,24,0,0,0,0,1.8,36.19,0.5,92.16,546.69,0
1fxv_PNN_B_decoys_1,-27.6155,5.81545,3.63244,-4.24071,-0.497108,0,-25.4169,683.882,1,0.660739,4,0.381286,0.703902,0.296098,2712,641,754,18,562,133,160,3,490,128,151,3,0,0,0,0,0,0,0,0,320,76,88,2,0,0,0,0,0,0,0,0,0,0,0,0,3,35,25,0,16,2,-169395.8093,2,19,0,0,0,0,-1.6,41.58,0.23,88.16,438.06,0
1fxv_PNN_B_decoys_2,-24.0062,8.84119,10.1845,-10.0151,-1.36869,-0.119849,-20.4555,678.712,2,0.631714,2,0.369252,0.780999,0.219001,2928,703,846,17,181,44,53,1,859,226,260,5,0,0,0,0,0,0,0,0,187,42,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46,17,0,16,0,-261269.8675,2,20,0,0,0,0,-4.6,38.3,0.4,92.7,426.64,0
1fxv_PNN_B_decoys_3,-15.014,7.75332,5.56291,-8.24066,0,-1.11603,-13.9957,542.732,1,0.644832,0,0.472389,0.64496,0.35504,2514,618,732,12,337,84,96,2,581,141,170,3,0,0,0,0,0,0,0,0,140,30,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,3,1,-229704.2321,1,16,0,0,0,1,-6.7,46.11,0,104.98,426.28,0
1g9v_RQ3_A_decoys_1,-18.0907,3.79249,11.9666,-11.1156,0,-1.76108,-17.3582,668.868,2,0.619718,1,0.378184,0.650904,0.349096,2440,664,698,18,157,46,47,1,662,160,193,2,0,0,0,0,0,0,0,0,160,44,47,0,372,106,103,5,0,0,0,0,0,0,0,0,42,0,25,0,0,0,-316305.1112,3,12,0,0,0,1,-3.1,47.5,0.07,83.47,426.62,0
1g9v_RQ3_A_decoys_2,-15.4801,4.24431,7.09287,-5.81713,0,-1.23199,-13.1178,612.423,1,0.602976,0,0.434432,0.677012,0.322988,2309,637,690,13,137,42,36,0,617,173,181,3,0,0,0,0,0,0,0,0,134,41,39,0,180,48,52,1,0,0,0,0,0,0,0,0,34,0,10,1,0,0,-97103.75949,1,15,0,0,0,0,-2.7,41.45,0.2,75.63,462.16,0
1g9v_RQ3_A_decoys_3,-19.9163,4.29498,9.49423,-11.4073,0,-1.0657,-20.1367,676.401,2,0.616951,2,0.31929,0.559498,0.440502,2788,768,808,18,149,46,43,0,692,180,204,3,0,0,0,0,0,0,0,0,308,87,94,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,24,4,0,0,-356547.6724,2,15,0,0,0,1,-2.2,45.87,0,83.47,449,0
1ggd_FAF_C_decoys_1,-11.1481,8.3627,6.61464,-1.01178,0,0,-1.58324,404.697,0,0.722633,3,0.553949,0.74122,0.25878,1212,329,374,50,284,74,90,11,210,53,59,3,430,114,144,16,0,0,0,0,105,27,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,5,2,14770.81106,0,8,0,0,0,0,-4.5,44.04,0.4,84.22,394.67,0
1ggd_FAF_C_decoys_2,-23.319,2.32205,8.97872,-4.04327,-0.851817,0,-18.5174,605.171,1,0.708766,5,0.407036,0.672708,0.327292,2039,544,641,75,244,63,75,7,336,87,103,13,0,0,0,0,0,0,0,0,141,38,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,27,-72188.4811,1,11,0,0,0,0,-0.7,37.92,0.2,92.42,413.21,0
1ggd_FAF_C_decoys_3,-19.7874,2.57554,8.23463,-5.06897,0,0,-16.2545,521.154,1,0.715339,3,0.478959,0.757981,0.242019,1721,454,549,70,375,98,117,13,288,80,94,15,0,0,0,0,0,0,0,0,235,64,71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,16,18,-18120.11365,1,9,0,0,0,0,-2.7,40.34,0.15,106.49,428.17,0
1gii_1PU_A_decoys_1,-26.7956,5.89463,8.87976,-6.63559,-2.76634,0,-25.5336,682.07,3,0.601392,1,0.308998,0.704201,0.295799,3070,801,833,1,186,49,54,0,854,228,232,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,8,0,15,12,-325460.1237,3,29,0,0,0,0,0,42.42,0.24,77.02,417.89,0
1gii_1PU_A_decoys_2,-25.5294,7.91648,11.6505,-6.73877,-1.64957,0,-18.8202,711.489,2,0.559004,5,0.310009,0.702313,0.297687,3429,884,896,0,372,101,103,0,679,174,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,0,25,1,-66474.43189,3,21,0,0,0,0,-5.1,33.94,0.44,89.87,412.66,0
1gii_1PU_A_decoys_3,-23.5488,4.06837,10.6709,-3.40377,-2.6425,0,-17.7648,627.013,2,0.583615,4,0.313474,0.76024,0.23976,2208,582,584,0,387,100,104,0,764,199,202,0,0,0,0,0,0,0,0,0,0,0,0,0,311,83,88,0,0,0,0,0,0,0,0,0,0,32,1,0,21,6,-51255.69283,2,11,0,0,0,0,-0.3,42.31,0.08,84.5,339.15,0
1gij_2PU_A_decoys_1,-22.3209,4.68107,10.7759,-3.66007,0,0,-13.7106,718.11,0,0.505519,8,0.351938,0.728468,0.271532,3049,830,807,0,871,231,236,0,195,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,1,0,0,9,-478.186529,0,7,0,0,0,0,1.2,14.16,0.94,83.08,548.1,0
1gij_2PU_A_decoys_2,-33.1536,8.00771,5.01656,-7.89444,0,-2.34486,-34.3769,824.978,2,0.612724,7,0.260524,0.626923,0.373077,3255,853,873,0,572,153,157,0,511,140,137,0,0,0,0,0,0,0,0,0,191,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,15,0,6,12,-155315.7938,2,25,0,0,0,0,-1.6,42.06,0.17,88.77,439.57,0
1gij_2PU_A_decoys_4,-24.833,8.37932,4.82559,-7.2668,0,-0.790236,-23.7729,687.154,1,0.564288,6,0.367411,0.712942,0.287058,2677,709,722,0,641,173,180,1,315,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,230,58,58,0,0,0,0,0,0,0,0,0,6,37,19,0,6,2,-30944.27477,1,20,0,0,0,0,-6.3,35,0.33,85.75,432.83,0
1gj4_132_H_decoys_1,-24.4018,4.49118,12.9967,-0.29728,0,0,-9.86787,643.861,0,0.702009,5,0.432946,0.598357,0.401643,2749,752,897,79,142,42,50,5,192,54,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,3,20,-78217.09091,0,6,0,0,0,0,0.6,6,1,58.28,600.61,0
1gj4_132_H_decoys_2,-26.761,6.28539,24.2939,-22.0411,-1.44116,-0.745464,-23.2912,662.836,4,0.707661,3,0.301982,0.585909,0.414091,1881,524,625,50,409,114,131,7,215,52,66,7,262,75,87,7,0,0,0,0,154,41,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,0,12,53,-667974.6555,4,16,0,0,0,1,-1.5,31.42,0.42,69.11,387.92,0
1gj4_132_H_decoys_3,-27.2356,1892.51,23.5104,2.66271,0,0,1041.15,624.721,0,0.692875,5,0.336177,0.691628,0.308372,2596,703,857,67,586,153,172,16,0,0,0,0,0,0,0,0,0,0,0,0,128,34,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,0,13,14,107013.0918,3,26,0,0,0,0,-7.3,20.59,0.5,99.62,344.59,0
1gj5_130_H_decoys_1,-27.7641,7.63403,5.14018,-7.0568,0,-2.82143,-29.2427,737.735,3,0.677386,6,0.334693,0.642478,0.357522,2500,692,799,60,875,249,271,22,186,48,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,0,6,22,-90868.23926,3,20,0,0,0,0,-2,26.85,0.44,95.73,501.43,0
1gj5_130_H_decoys_2,-29.2778,6.3727,11.7482,-12.9546,-0.962647,-1.5808,-31.072,759.858,2,0.663183,10,0.312059,0.651278,0.348722,2607,690,802,64,736,205,245,20,388,98,115,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,34,14,-355054.1047,2,20,0,0,2,0,-5.1,38.55,0.13,112.43,432.86,0
1gj5_130_H_decoys_3,-20.9478,4.30256,12.1809,-9.6116,-2.21759,0,-18.0897,691.05,3,0.663592,4,0.353326,0.668586,0.331414,2607,674,774,68,912,214,254,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,0,4,32,-2533.007309,4,10,0,0,0,0,-2.4,33.21,0.17,91.7,459.13,0
1gj8_133_B_decoys_1,-21.5721,3.53217,13.3928,-5.33663,0,-3.19304,-15.9035,550.68,3,0.703644,9,0.43908,0.493241,0.506759,1791,508,599,50,508,154,171,14,302,90,100,8,0,0,0,0,0,0,0,0,125,34,40,3,188,54,54,4,0,0,0,0,0,0,0,0,0,5,55,0,6,21,16114.25885,2,13,0,0,0,0,-5.8,40.78,0.09,102.9,322.35,0
1gj8_133_B_decoys_2,-28.8791,4.75137,8.95913,-14.3291,0,-0.964022,-33.8225,674.224,1,0.716284,6,0.431226,0.439325,0.560675,2512,717,803,72,369,108,116,9,411,121,147,13,0,0,0,0,0,0,0,0,279,86,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,0,14,23,-78790.53702,3,16,0,0,0,1,-3.3,49.59,0.24,116.27,529.02,0
1gj8_133_B_decoys_3,-23.096,2.76638,10.9915,-6.44424,-0.241685,0,-19.61,597.714,1,0.729321,8,0.399119,0.478492,0.521508,1596,472,567,48,882,250,275,21,0,0,0,0,0,0,0,0,0,0,0,0,338,95,107,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,0,9,26,-114874.158,1,13,0,0,0,0,-4.1,39.59,0.33,100.16,433.51,0
1h1q_2A6_A_decoys_1,-23.6246,6.89244,11.7672,-13.4635,-0.568365,-0.992778,-23.3275,652.83,2,0.55951,8,0.261614,0.792232,0.207768,2595,633,683,0,429,100,113,0,838,200,224,1,505,129,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,10,6,-636792.9868,3,11,0,0,0,1,-1.5,47.4,0.46,86.36,407.39,0
1h1q_2A6_A_decoys_2,-25.8327,8.04908,2.41044,-7.8545,0,0,-26.868,699.741,0,0.546593,8,0.221317,0.731712,0.268288,2380,599,630,0,418,103,112,0,859,204,219,0,0,0,0,0,0,0,0,0,385,98,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,10,0,-46236.97016,0,18,0,0,0,0,2.9,44.06,0.08,91.99,417.24,0
1h1q_2A6_A_decoys_3,-23.0517,5.21191,11.7521,-4.25694,0,-1.36779,-14.5441,740.913,1,0.552313,4,0.241063,0.780241,0.219759,2623,653,720,1,209,53,52,0,834,214,232,2,685,162,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,6,0,4,6,-95599.28658,1,12,0,0,0,1,-2.8,60.48,0.07,96.26,375.72,0
1h82_GZZ_A_decoys_1,-47.7575,14.3023,29.4904,-37.3194,-0.975984,-5.31696,-52.2497,934.286,7,0.645295,9,0.330361,0.612695,0.387305,4024,901,1095,22,1108,255,310,4,676,152,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,65,13,7,37,-1084990.935,8,33,4,0,1,2,2.6,29.22,0.56,109.84,555.69,0
1h82_GZZ_A_decoys_2,-50.8598,18.8731,28.1426,-17.3844,-0.0785736,-1.34081,-31.5889,1164.51,3,0.643815,12,0.265914,0.6066,0.3934,4959,1097,1376,20,1269,297,351,6,1085,236,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,44,6,4,40,-271327.3314,3,52,2,0,0,0,-2.7,42.7,0.61,185.16,770.19,0
1h82_GZZ_A_decoys_3,-39.0736,6.94097,17.725,-11.7563,0,-2.48241,-32.694,1180.67,2,0.649382,12,0.262336,0.649731,0.350269,4519,942,1231,4,1189,241,320,1,970,188,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,24,4,0,5,-336672.8261,2,29,2,0,0,2,3,42.7,0.61,185.16,769.17,0
1h9z_RWF_A_decoys_1,-23.2862,5.01391,12.3968,-5.93868,0,-1.23186,-15.3718,669.78,1,0.505066,2,0.245788,0.784205,0.215795,1613,436,413,40,783,220,212,16,0,0,0,0,618,157,156,18,0,0,0,0,387,102,99,5,199,54,49,2,0,0,0,0,0,0,0,0,84,0,0,6,0,0,-3007.622736,2,10,0,0,0,0,-0.6,48.37,0.12,64.69,305.01,0
1h9z_RWF_A_decoys_2,-23.0318,5.46772,2.7043,-12.3936,0,-2.85273,-31.6484,751.127,3,0.490695,3,0.2336,0.64619,0.35381,2921,808,790,55,190,53,52,3,557,160,146,12,0,0,0,0,0,0,0,0,188,56,52,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,5,0,0,-61111.01823,3,24,0,0,0,0,-1,39.47,0.2,66.4,433.73,0
1h9z_RWF_A_decoys_3,-26.9361,7.6726,11.763,-0.0285365,0,0,-11.2174,713.239,1,0.524695,4,0.272193,0.773044,0.226956,2901,763,737,40,594,154,147,16,203,51,55,6,0,0,0,0,0,0,0,0,0,0,0,0,204,60,56,5,0,0,0,0,0,0,0,0,55,0,0,15,0,0,-24331.46292,1,13,0,0,0,0,1.2,19.36,0.73,53.49,392.97,0
1ha2_SWF_A_decoys_1,-31.3591,9.10922,-2.47181,-5.91432,0,-1.10897,-35.9221,708.494,2,0.488796,2,0.296406,0.852844,0.147156,3126,846,812,61,397,107,101,9,370,99,92,0,0,0,0,0,0,0,0,0,189,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,7,0,0,-66984.14053,2,31,0,0,0,0,-0.9,38.03,0.12,61.96,430.26,0
1ha2_SWF_A_decoys_2,-23.9969,7.40732,4.88129,-3.32532,0,-2.7005,-21.1841,770.717,2,0.487085,1,0.253035,0.73359,0.26641,2894,822,782,54,393,106,100,6,371,107,97,5,207,58,53,4,0,0,0,0,0,0,0,0,197,48,51,6,0,0,0,0,0,0,0,0,63,0,0,3,0,0,-78219.71747,2,23,0,0,0,0,1.3,41.74,0.2,61.96,408.78,0
1ha2_SWF_A_decoys_3,-29.8666,10.4914,1.86853,-2.99777,0,-0.654235,-25.7952,810.081,1,0.482346,4,0.263203,0.680303,0.319697,3704,995,966,63,395,107,106,1,364,103,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,10,0,0,-163163.4314,1,39,0,0,0,0,-1.4,36.33,0.05,58.2,426.03,0
1i9h_BNI_A_decoys_1,-30.224,4.58815,13.384,-7.35936,-1.82642,-1.59979,-25.1123,698.792,2,0.70608,9,0.427622,0.710458,0.289542,2590,681,780,0,497,134,154,0,664,180,208,0,192,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,9,0,0,8,-139236.6227,2,19,0,0,0,0,-3.4,52.45,0.22,117.36,511.69,0
1i9h_BNI_A_decoys_2,-26.3499,3.55693,5.74754,-6.29635,-1.70569,-1.45373,-28.4408,661.885,2,0.691888,3,0.394974,0.756844,0.243156,2106,556,646,0,479,129,144,0,556,144,164,0,0,0,0,0,0,0,0,0,172,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,1,12,-42990.74776,3,14,0,0,0,0,-5.8,49.17,0.25,93.99,477.32,0
1i9h_BNI_A_decoys_3,-27.8418,5.77821,7.21421,-8.59161,-2.1221,-1.03078,-29.8948,751.516,3,0.675133,2,0.388629,0.749884,0.250116,2676,703,815,0,268,72,84,0,735,200,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,1,23,-197713.7086,3,19,0,0,0,0,-4,50.2,0.25,106.45,536.44,0
1inc_ICL_A_decoys_1,-26.4141,7.40448,4.44135,-1.79137,0,-0.483666,-20.9787,710.572,1,0.690218,5,0.415283,0.621898,0.378102,2522,764,817,79,275,76,94,8,344,98,100,11,0,0,0,0,0,0,0,0,117,38,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,0,3,14,4908.172662,2,17,0,0,0,0,-3.8,43.35,0.2,70.92,500.68,0
1inc_ICL_A_decoys_2,-21.852,4.35085,5.9492,-5.1935,0,-3.15742,-21.2245,706.792,2,0.700925,6,0.390163,0.494214,0.505786,2268,685,746,62,467,143,145,16,159,47,49,4,0,0,0,0,0,0,0,0,122,35,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57,0,8,4,-14768.29015,4,11,0,0,0,0,-1.8,34.28,0.22,60.75,485.65,0
1inc_ICL_A_decoys_3,-18.8043,2.08256,10.7742,-4.92173,0,-1.57879,-13.3096,627.35,1,0.674458,8,0.450364,0.513805,0.486195,2159,658,694,69,403,123,124,12,263,76,84,8,0,0,0,0,0,0,0,0,156,40,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,6,10,-90473.94043,2,5,0,0,1,0,-2.7,30.19,0.63,54.55,511.78,0
1ix1_BB2_A_decoys_1,-28.8751,6.0941,10.8904,-7.23592,-0.98642,-0.882332,-23.6933,709.169,2,0.630124,10,0.406739,0.650677,0.349323,2613,651,730,63,461,114,124,11,677,175,184,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,46,13,0,18,4,-156495.3452,2,17,0,0,0,0,-4.5,36.3,0.39,100.29,523.74,0
1ix1_BB2_A_decoys_2,-27.0213,5.96594,3.91593,-4.16817,0,-1.71745,-25.7961,752.33,1,0.613964,8,0.408971,0.634206,0.365794,2914,721,818,73,389,100,105,9,530,133,154,11,0,0,0,0,0,0,0,0,119,30,33,2,0,0,0,0,0,0,0,0,0,0,0,0,19,35,15,0,9,10,-189631.6301,3,24,0,0,0,0,-0.7,48.42,0.24,83.06,567.57,0
1ix1_BB2_A_decoys_3,-15.2961,1.58083,7.34068,-0.234358,0,0,-7.91545,615.706,0,0.633628,8,0.5041,0.707765,0.292235,2382,565,652,47,386,96,112,7,363,88,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1,0,3,0,5037.326774,0,6,0,0,0,0,-7.3,36.63,0.5,112.81,573.46,0
